n_train,n_test,repetition,covariate_index,covariate,mse_mlm,mse_bayes,ratio_mlm_bayes,percent_reduction
50,48,13,3,Interaction SAMS-Fish Oil,0.03732360728184545,0.02213934213753724,1.6858498798192967,40.68273741507825
50,48,14,1,SAMS status,0.07628558463231357,0.03760784306619462,2.0284488131382905,50.70124552697675
50,48,14,2,Fish Oil,0.06818857529995229,0.048681684644886786,1.4007028679750995,28.60727118766939
50,48,14,3,Interaction SAMS-Fish Oil,0.03266797099855026,0.020570250167243835,1.5881173409631593,37.032360631896296
50,48,15,1,SAMS status,0.04545631835963508,0.024386774899185695,1.8639741641750638,46.351187735342435
50,48,15,2,Fish Oil,0.027991110524841493,0.027785898898217,1.007385459343108,0.7331314220004659
50,48,15,3,Interaction SAMS-Fish Oil,0.021027064818794742,0.013383597407172283,1.5711070931890343,36.350615159517915
50,48,16,1,SAMS status,0.045324062957023986,0.025935977874878793,1.747536305578214,42.776582277120355
50,48,16,2,Fish Oil,0.04358762669509055,0.039897865444233405,1.0924801667902373,8.465157501389587
50,48,16,3,Interaction SAMS-Fish Oil,0.033069642011206726,0.023299874258185704,1.4193055998827424,29.54301032261014
50,48,17,1,SAMS status,0.020867075755417155,0.016922479910079027,1.2330979777372184,18.903443355325432
50,48,17,2,Fish Oil,0.041570827100343176,0.03906948686540619,1.064022858645522,6.017056694347889
50,48,17,3,Interaction SAMS-Fish Oil,0.056453040166126685,0.030098866081734538,1.8755869411434456,46.68335665685787
50,48,18,1,SAMS status,0.044384883000137515,0.03490140196436017,1.2717220656482933,21.36646622623285
50,48,18,2,Fish Oil,0.015361640950785337,0.025412797661732607,0.6044844473742212,-65.43022808011551
50,48,18,3,Interaction SAMS-Fish Oil,0.13694659423068806,0.10401872735485618,1.316557101910117,24.044312354613595
50,48,19,1,SAMS status,0.021473808697399285,0.019077346451218516,1.125618216994099,11.159931058112704
50,48,19,2,Fish Oil,0.03671745617708799,0.03358915949696713,1.0931341160949064,8.519916698567343
50,48,19,3,Interaction SAMS-Fish Oil,0.05630842950609792,0.04441751400699997,1.2677078122207381,21.117469628255613
50,48,20,1,SAMS status,0.06418987603223382,0.0521059777637263,1.231910018526123,18.825240077484217
50,48,20,2,Fish Oil,0.014362468425379084,0.012484933282155513,1.1503840750120065,13.072510153657769
50,48,20,3,Interaction SAMS-Fish Oil,0.025095182086083693,0.021876583714992504,1.1471252739012177,12.825562930966072
50,48,21,1,SAMS status,0.024249663554138847,0.015675416856438796,1.5469868378127447,35.35820890280611
50,48,21,2,Fish Oil,0.12963713366286791,0.1205400378106058,1.075469495592457,7.017353435104379
50,48,21,3,Interaction SAMS-Fish Oil,0.04082883170949038,0.027380758956559385,1.491150474472489,32.93768689885164
50,48,22,1,SAMS status,0.025301722484007257,0.016541466885603845,1.5295936363435534,34.62315897243994
50,48,22,2,Fish Oil,0.04023648053027762,0.03601750165277304,1.1171369107768128,10.485457032778589
50,48,22,3,Interaction SAMS-Fish Oil,0.042025480402584296,0.03151163202981123,1.3336497571064094,25.017794614256296
50,48,23,1,SAMS status,0.027188379334322815,0.021030495737918646,1.2928073438279113,22.648954248738207
50,48,23,2,Fish Oil,0.04828649538100837,0.05333509119434716,0.905341948419245,-10.455502669022575
50,48,23,3,Interaction SAMS-Fish Oil,0.0304182789169493,0.019673950443148108,1.5461195251481965,35.32194738280992
50,48,24,1,SAMS status,0.03617872586372286,0.034880922093059825,1.0372066933093278,3.5872014275781017
50,48,24,2,Fish Oil,0.03928150507075221,0.034187615337302024,1.1489981001363454,12.967654177901998
50,48,24,3,Interaction SAMS-Fish Oil,0.03307469786736775,0.025102780314496437,1.3175710998142967,24.10276757429305
50,48,25,1,SAMS status,0.07805978734847005,0.05619735664123192,1.3890295204952345,28.007289604365837
50,48,25,2,Fish Oil,0.02887767673896671,0.037562497361219964,0.7687901169420225,-30.07451292137433
50,48,25,3,Interaction SAMS-Fish Oil,0.025280619757731937,0.017190192666167795,1.470642025291956,32.00248715852676
50,48,26,1,SAMS status,0.044722538695857336,0.041175744438560695,1.0861379510111564,7.930663957646001
50,48,26,2,Fish Oil,0.030151523664539267,0.0374646913044036,0.8047984012347983,-24.254719997667106
50,48,26,3,Interaction SAMS-Fish Oil,0.05718251691645694,0.036608514697888415,1.5620004632352713,35.97953243056252
50,48,27,1,SAMS status,0.060456606148411605,0.040198368427651995,1.503956715487592,33.50872470583079
