n_train,n_test,covariate_index,covariate,mean_mse_mlm,mean_mse_bayes,sd_mse_mlm,sd_mse_bayes,mean_repetition_ratio,median_repetition_ratio,sd_repetition_ratio,se_repetition_ratio,ratio_of_mean_mses,percent_reduction_from_mean_mses,R
125,659,3,BMI,0.00020622778569189977,0.00011962964949232524,4.225879654489646e-5,2.475854723491769e-5,1.7461233449154066,1.750959781539886,0.29054313719915126,0.029054313719915126,1.7238852288464672,41.99149785225858,100
150,634,3,BMI,0.00016726961235573508,0.00011140165270005144,2.9384091282606716e-5,1.7697840546812573e-5,1.516587381089781,1.498700860866732,0.2418728691803408,0.024187286918034078,1.5015002767158934,33.39994567385516,100
200,584,3,BMI,0.0001402840545406494,9.826590383874335e-5,2.4557179827879972e-5,1.5637663707659036e-5,1.4326199428076007,1.4219056513244486,0.1619896131617935,0.01619896131617935,1.4275964404790784,29.952192955565504,100
250,534,3,BMI,0.0001204122121089629,9.408404259908255e-5,1.988640867809352e-5,1.4520890840352882e-5,1.2851333430608414,1.2816637138917844,0.14033679111060723,0.014033679111060723,1.2798367160100868,21.865032664673233,100
300,484,3,BMI,0.00011308666073643661,9.348975656024129e-5,1.9357921599947776e-5,1.7451036340988625e-5,1.2208802478406184,1.2373502089018955,0.13746122703697053,0.013746122703697053,1.2096155225686978,17.329103228070807,100
400,384,3,BMI,0.00010431668882536141,9.347642460520214e-5,1.6093972376181873e-5,1.677164612509038e-5,1.1244052723019053,1.1264472215594565,0.09774476849730393,0.009774476849730393,1.115967895284219,10.391687410925366,100
500,284,3,BMI,0.00011412427820941578,0.00010557072218933667,1.7800350687586032e-5,1.7322646411998528e-5,1.084592473510995,1.0862602843559097,0.06628934426118853,0.006628934426118853,1.0810220470476528,7.494948624676956,100
600,184,3,BMI,0.00014998556150700481,0.00014412038528390143,2.9748499576931134e-5,2.9641916513153277e-5,1.042803750663381,1.0334441372175365,0.044934949294895485,0.0044934949294895485,1.0406963679117955,3.910493892993472,100
40,744,4,SmokingPackYears,7.413964219482266e-5,1.2844899741363326e-5,2.533207329656074e-5,5.403322617518379e-6,6.163225306678535,5.76400003008213,1.8403352727852766,0.18403352727852768,5.771912874966018,82.67472115982196,100
60,724,4,SmokingPackYears,4.6923811783882456e-5,9.402987154622907e-6,1.7538058575558612e-5,4.067904457481084e-6,5.277801452307017,4.9004682937293556,1.5384549941317585,0.15384549941317585,4.990309038209493,79.96116087514298,100
80,704,4,SmokingPackYears,3.49830571410083e-5,8.152240187547295e-6,9.516314698363678e-6,2.6824251505260683e-6,4.426910905711489,4.3015186470841495,0.8978747667948468,0.08978747667948468,4.291220123082929,76.69660443143212,100
100,684,4,SmokingPackYears,2.7761254660808494e-5,7.196866987040936e-6,6.569559897576968e-6,1.947382284417334e-6,3.9591054953913023,3.884750302410155,0.8387642948873968,0.08387642948873968,3.8574083293184236,74.0758583321488,100
125,659,4,SmokingPackYears,2.325585940423524e-5,6.790647987534972e-6,5.64545914761254e-6,1.5547492336206002e-6,3.4784377427139606,3.422676279271524,0.690936858665009,0.0690936858665009,3.4246892854590736,70.8002707210283,100
150,634,4,SmokingPackYears,1.8961204219540638e-5,6.399033540065064e-6,4.440964302625266e-6,1.520086051964161e-6,2.994382145675141,2.916484929116104,0.49855276088698436,0.049855276088698434,2.9631356205311974,66.25196656301775,100
200,584,4,SmokingPackYears,1.4421924231649786e-5,6.141189109511491e-6,2.85264571642488e-6,1.2545832252139288e-6,2.367894813225438,2.3260459453727442,0.33360374617347416,0.033360374617347414,2.3483927907891764,57.41768566475838,100
